name,image,category
block.minecraft.skeleton_skull,skeleton_skull.png,Ценности
block.minecraft.slime_block,slime_block.png,Разное
item.minecraft.slime_ball,slime_ball.png,Лут с мобов
block.minecraft.small_amethyst_bud,small_amethyst_bud.png,Ценности
block.minecraft.small_dripleaf,small_dripleaf.png,Растения
block.minecraft.smithing_table,smithing_table.png,Разное
block.minecraft.smoker,smoker.png,Разное
block.minecraft.smooth_basalt,smooth_basalt.png,Блоки
block.minecraft.smooth_quartz,smooth_quartz.png,Блоки
block.minecraft.smooth_quartz_slab,smooth_quartz_slab.png,Блоки
block.minecraft.smooth_quartz_stairs,smooth_quartz_stairs.png,Блоки
block.minecraft.smooth_red_sandstone,smooth_red_sandstone.png,Блоки
block.minecraft.smooth_red_sandstone_slab,smooth_red_sandstone_slab.png,Блоки
block.minecraft.smooth_red_sandstone_stairs,smooth_red_sandstone_stairs.png,Блоки
block.minecraft.smooth_sandstone,smooth_sandstone.png,Блоки
block.minecraft.smooth_sandstone_slab,smooth_sandstone_slab.png,Блоки
block.minecraft.smooth_sandstone_stairs,smooth_sandstone_stairs.png,Блоки
block.minecraft.smooth_stone,smooth_stone.png,Блоки
block.minecraft.smooth_stone_slab,smooth_stone_slab.png,Блоки
block.minecraft.sniffer_egg,sniffer_egg.png,Лут с мобов
block.minecraft.snow,snow.png,Блоки
block.minecraft.snow_block,snow_block.png,Блоки
entity.minecraft.snowball,snowball.png,Разное
block.minecraft.soul_campfire,soul_campfire.png,Разное
block.minecraft.soul_lantern,soul_lantern.png,Разное
block.minecraft.soul_sand,soul_sand.png,Блоки
block.minecraft.soul_soil,soul_soil.png,Блоки
block.minecraft.soul_torch,soul_torch.png,Разное
entity.minecraft.spectral_arrow,spectral_arrow.png,Инструменты
item.minecraft.spider_eye,spider_eye.png,Лут с мобов
block.minecraft.sponge,sponge.png,Ценности
block.minecraft.spore_blossom,spore_blossom.png,Растения
entity.minecraft.spruce_boat,spruce_boat.png,Разное
entity.minecraft.spruce_chest_boat,spruce_chest_boat.png,Разное
block.minecraft.spruce_button,spruce_button.png,Разное
block.minecraft.spruce_door,spruce_door.png,Блоки
block.minecraft.spruce_fence,spruce_fence.png,Блоки
block.minecraft.spruce_fence_gate,spruce_fence_gate.png,Блоки
block.minecraft.spruce_hanging_sign,spruce_hanging_sign.png,Блоки
block.minecraft.spruce_leaves,spruce_leaves.png,Растения
block.minecraft.spruce_log,spruce_log.png,Блоки
block.minecraft.spruce_planks,spruce_planks.png,Блоки
block.minecraft.spruce_pressure_plate,spruce_pressure_plate.png,Разное
block.minecraft.spruce_sapling,spruce_sapling.png,Растения
block.minecraft.spruce_sign,spruce_sign.png,Блоки
block.minecraft.spruce_slab,spruce_slab.png,Блоки
block.minecraft.spruce_stairs,spruce_stairs.png,Блоки
block.minecraft.spruce_trapdoor,spruce_trapdoor.png,Блоки
block.minecraft.spruce_wood,spruce_wood.png,Блоки
item.minecraft.spyglass,spyglass.png,Инструменты
item.minecraft.cooked_beef,cooked_beef.png,Еда и зелья
item.minecraft.stick,stick.png,Разное
block.minecraft.sticky_piston,sticky_piston.png,Разное
block.minecraft.stone,stone.png,Блоки
item.minecraft.stone_axe,stone_axe.png,Инструменты
block.minecraft.stone_brick_slab,stone_brick_slab.png,Блоки
block.minecraft.stone_brick_stairs,stone_brick_stairs.png,Блоки
block.minecraft.stone_brick_wall,stone_brick_wall.png,Блоки
block.minecraft.stone_bricks,stone_bricks.png,Блоки
block.minecraft.stone_button,stone_button.png,Разное
item.minecraft.stone_hoe,stone_hoe.png,Инструменты
item.minecraft.stone_pickaxe,stone_pickaxe.png,Инструменты
block.minecraft.stone_pressure_plate,stone_pressure_plate.png,Разное
item.minecraft.stone_shovel,stone_shovel.png,Инструменты
block.minecraft.stone_slab,stone_slab.png,Блоки
block.minecraft.stone_stairs,stone_stairs.png,Блоки
item.minecraft.stone_sword,stone_sword.png,Инструменты
block.minecraft.stonecutter,stonecutter.png,Разное
item.minecraft.string,string.png,Лут с мобов
block.minecraft.stripped_acacia_log,stripped_acacia_log.png,Блоки
block.minecraft.stripped_acacia_wood,stripped_acacia_wood.png,Блоки
block.minecraft.stripped_birch_log,stripped_birch_log.png,Блоки
block.minecraft.stripped_birch_wood,stripped_birch_wood.png,Блоки
block.minecraft.stripped_cherry_log,stripped_cherry_log.png,Блоки
block.minecraft.stripped_cherry_wood,stripped_cherry_wood.png,Блоки
block.minecraft.stripped_crimson_hyphae,stripped_crimson_hyphae.png,Блоки
block.minecraft.stripped_crimson_stem,stripped_crimson_stem.png,Блоки
block.minecraft.stripped_dark_oak_log,stripped_dark_oak_log.png,Блоки
block.minecraft.stripped_dark_oak_wood,stripped_dark_oak_wood.png,Блоки
block.minecraft.stripped_jungle_log,stripped_jungle_log.png,Блоки
block.minecraft.stripped_jungle_wood,stripped_jungle_wood.png,Блоки
block.minecraft.stripped_mangrove_log,stripped_mangrove_log.png,Блоки
block.minecraft.stripped_mangrove_wood,stripped_mangrove_wood.png,Блоки
block.minecraft.stripped_oak_log,stripped_oak_log.png,Блоки
block.minecraft.stripped_oak_wood,stripped_oak_wood.png,Блоки
block.minecraft.stripped_pale_oak_log,stripped_pale_oak_log.png,Блоки
block.minecraft.stripped_pale_oak_wood,stripped_pale_oak_wood.png,Блоки
block.minecraft.stripped_spruce_log,stripped_spruce_log.png,Блоки
block.minecraft.stripped_spruce_wood,stripped_spruce_wood.png,Блоки
block.minecraft.stripped_warped_hyphae,stripped_warped_hyphae.png,Блоки
block.minecraft.stripped_warped_stem,stripped_warped_stem.png,Блоки
item.minecraft.sugar,sugar.png,Еда и зелья
block.minecraft.sugar_cane,sugar_cane.png,Растения
block.minecraft.sunflower,sunflower.png,Растения
item.minecraft.suspicious_stew,suspicious_stew.png,Еда и зелья
item.minecraft.sweet_berries,sweet_berries.png,Еда и зелья
block.minecraft.tall_grass,tall_grass.png,Растения
block.minecraft.target,target.png,Разное
block.minecraft.terracotta,terracotta.png,Блоки
block.minecraft.tinted_glass,tinted_glass.png,Блоки
block.minecraft.tnt,tnt.png,Разное
block.minecraft.torch,torch.png,Разное
block.minecraft.torchflower,torchflower.png,Растения
item.minecraft.torchflower_seeds,torchflower_seeds.png,Растения
item.minecraft.totem_of_undying,totem_of_undying.png,Инструменты
block.minecraft.trapped_chest,trapped_chest.png,Разное
item.minecraft.trial_key,trial_key.png,Инструменты
entity.minecraft.trident,trident.png,Инструменты
block.minecraft.tripwire_hook,tripwire_hook.png,Разное
entity.minecraft.tropical_fish,tropical_fish.png,Еда и зелья
block.minecraft.tube_coral,tube_coral.png,Растения
block.minecraft.tube_coral_block,tube_coral_block.png,Растения
block.minecraft.tube_coral_fan,tube_coral_fan.png,Растения
block.minecraft.tuff,tuff.png,Растения
block.minecraft.tuff_brick_slab,tuff_brick_slab.png,Растения
block.minecraft.tuff_brick_stairs,tuff_brick_stairs.png,Растения
block.minecraft.tuff_brick_wall,tuff_brick_wall.png,Растения
block.minecraft.tuff_bricks,tuff_bricks.png,Растения
block.minecraft.tuff_slab,tuff_slab.png,Растения
block.minecraft.tuff_stairs,tuff_stairs.png,Растения
block.minecraft.tuff_wall,tuff_wall.png,Растения
block.minecraft.turtle_egg,turtle_egg.png,Лут с мобов
item.minecraft.turtle_scute,turtle_scute.png,Лут с мобов
item.minecraft.turtle_helmet,turtle_helmet.png,Броня
block.minecraft.twisting_vines,twisting_vines.png,Растения
block.minecraft.verdant_froglight,verdant_froglight.png,Блоки
block.minecraft.vine,vine.png,Растения
block.minecraft.warped_button,warped_button.png,Разное
block.minecraft.warped_door,warped_door.png,Блоки
block.minecraft.warped_fence,warped_fence.png,Блоки
block.minecraft.warped_fence_gate,warped_fence_gate.png,Блоки
block.minecraft.warped_fungus,warped_fungus.png,Растения
item.minecraft.warped_fungus_on_a_stick,warped_fungus_on_a_stick.png,Инструменты
block.minecraft.warped_hanging_sign,warped_hanging_sign.png,Блоки
block.minecraft.warped_hyphae,warped_hyphae.png,Блоки
block.minecraft.warped_nylium,warped_nylium.png,Блоки
block.minecraft.warped_planks,warped_planks.png,Блоки
block.minecraft.warped_pressure_plate,warped_pressure_plate.png,Разное
block.minecraft.warped_roots,warped_roots.png,Растения
block.minecraft.warped_sign,warped_sign.png,Блоки
block.minecraft.warped_slab,warped_slab.png,Блоки
block.minecraft.warped_stairs,warped_stairs.png,Блоки
block.minecraft.warped_stem,warped_stem.png,Растения
block.minecraft.warped_trapdoor,warped_trapdoor.png,Блоки
block.minecraft.warped_wart_block,warped_wart_block.png,Блоки
item.minecraft.water_bucket,water_bucket.png,Инструменты
block.minecraft.waxed_copper_block,waxed_copper_block.png,Блоки
block.minecraft.waxed_chiseled_copper,waxed_chiseled_copper.png,Блоки
block.minecraft.waxed_copper_bulb,waxed_copper_bulb.png,Блоки
block.minecraft.waxed_copper_door,waxed_copper_door.png,Блоки
block.minecraft.waxed_copper_grate,waxed_copper_grate.png,Блоки
block.minecraft.waxed_copper_trapdoor,waxed_copper_trapdoor.png,Блоки
block.minecraft.waxed_cut_copper,waxed_cut_copper.png,Блоки
block.minecraft.waxed_cut_copper_slab,waxed_cut_copper_slab.png,Блоки
block.minecraft.waxed_cut_copper_stairs,waxed_cut_copper_stairs.png,Блоки
block.minecraft.waxed_exposed_chiseled_copper,waxed_exposed_chiseled_copper.png,Блоки
block.minecraft.waxed_exposed_copper,waxed_exposed_copper.png,Блоки
block.minecraft.waxed_exposed_copper_bulb,waxed_exposed_copper_bulb.png,Блоки
block.minecraft.waxed_exposed_copper_door,waxed_exposed_copper_door.png,Блоки
block.minecraft.waxed_exposed_copper_grate,waxed_exposed_copper_grate.png,Блоки
block.minecraft.waxed_exposed_copper_trapdoor,waxed_exposed_copper_trapdoor.png,Блоки
block.minecraft.waxed_exposed_cut_copper,waxed_exposed_cut_copper.png,Блоки
block.minecraft.waxed_exposed_cut_copper_slab,waxed_exposed_cut_copper_slab.png,Блоки
block.minecraft.waxed_exposed_cut_copper_stairs,waxed_exposed_cut_copper_stairs.png,Блоки
block.minecraft.waxed_oxidized_chiseled_copper,waxed_oxidized_chiseled_copper.png,Блоки
block.minecraft.waxed_oxidized_copper,waxed_oxidized_copper.png,Блоки
block.minecraft.waxed_oxidized_copper_bulb,waxed_oxidized_copper_bulb.png,Блоки
block.minecraft.waxed_oxidized_copper_door,waxed_oxidized_copper_door.png,Блоки
block.minecraft.waxed_oxidized_copper_grate,waxed_oxidized_copper_grate.png,Блоки
block.minecraft.waxed_oxidized_copper_trapdoor,waxed_oxidized_copper_trapdoor.png,Блоки
block.minecraft.waxed_oxidized_cut_copper,waxed_oxidized_cut_copper.png,Блоки
block.minecraft.waxed_oxidized_cut_copper_slab,waxed_oxidized_cut_copper_slab.png,Блоки
block.minecraft.waxed_oxidized_cut_copper_stairs,waxed_oxidized_cut_copper_stairs.png,Блоки
block.minecraft.waxed_weathered_chiseled_copper,waxed_weathered_chiseled_copper.png,Блоки
block.minecraft.waxed_weathered_copper,waxed_weathered_copper.png,Блоки
block.minecraft.waxed_weathered_copper_bulb,waxed_weathered_copper_bulb.png,Блоки
block.minecraft.waxed_weathered_copper_door,waxed_weathered_copper_door.png,Блоки
block.minecraft.waxed_weathered_copper_grate,waxed_weathered_copper_grate.png,Блоки
block.minecraft.waxed_weathered_copper_trapdoor,waxed_weathered_copper_trapdoor.png,Блоки
block.minecraft.waxed_weathered_cut_copper,waxed_weathered_cut_copper.png,Блоки
block.minecraft.waxed_weathered_cut_copper_slab,waxed_weathered_cut_copper_slab.png,Блоки
block.minecraft.waxed_weathered_cut_copper_stairs,waxed_weathered_cut_copper_stairs.png,Блоки
block.minecraft.weathered_chiseled_copper,weathered_chiseled_copper.png,Блоки
block.minecraft.weathered_copper,weathered_copper.png,Блоки
block.minecraft.weathered_copper_bulb,weathered_copper_bulb.png,Блоки
block.minecraft.weathered_copper_door,weathered_copper_door.png,Блоки
block.minecraft.weathered_copper_grate,weathered_copper_grate.png,Блоки
block.minecraft.weathered_copper_trapdoor,weathered_copper_trapdoor.png,Блоки
block.minecraft.weathered_cut_copper,weathered_cut_copper.png,Блоки
block.minecraft.weathered_cut_copper_slab,weathered_cut_copper_slab.png,Блоки
block.minecraft.weathered_cut_copper_stairs,weathered_cut_copper_stairs.png,Блоки
block.minecraft.weeping_vines,weeping_vines.png,Растения
block.minecraft.wet_sponge,wet_sponge.png,Ценности
item.minecraft.wheat,wheat.png,Растения
item.minecraft.wheat_seeds,wheat_seeds.png,Растения
block.minecraft.white_banner,white_banner.png,Блоки
block.minecraft.white_bed,white_bed.png,Блоки
item.minecraft.white_bundle,white_bundle.png,Инструменты
block.minecraft.white_candle,white_candle.png,Разное
block.minecraft.white_carpet,white_carpet.png,Блоки
block.minecraft.white_concrete,white_concrete.png,Блоки
block.minecraft.white_concrete_powder,white_concrete_powder.png,Блоки
item.minecraft.white_dye,white_dye.png,Краски
block.minecraft.white_glazed_terracotta,white_glazed_terracotta.png,Блоки
block.minecraft.white_shulker_box,white_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.white_stained_glass,white_stained_glass.png,Блоки
block.minecraft.white_stained_glass_pane,white_stained_glass_pane.png,Блоки
block.minecraft.white_terracotta,white_terracotta.png,Блоки
block.minecraft.white_tulip,white_tulip.png,Растения
block.minecraft.white_wool,white_wool.png,Блоки
entity.minecraft.breeze_wind_charge,wind_charge.png,Лут с мобов
block.minecraft.wither_rose,wither_rose.png,Растения
block.minecraft.wither_skeleton_skull,wither_skeleton_skull.png,Ценности
item.minecraft.wolf_armor,wolf_armor.png,Инструменты
item.minecraft.wooden_axe,wooden_axe.png,Инструменты
item.minecraft.wooden_hoe,wooden_hoe.png,Инструменты
item.minecraft.wooden_pickaxe,wooden_pickaxe.png,Инструменты
item.minecraft.wooden_shovel,wooden_shovel.png,Инструменты
item.minecraft.wooden_sword,wooden_sword.png,Инструменты
item.minecraft.written_book,written_book.png,Книжки
block.minecraft.yellow_banner,yellow_banner.png,Блоки
block.minecraft.yellow_bed,yellow_bed.png,Блоки
item.minecraft.yellow_bundle,yellow_bundle.png,Инструменты
block.minecraft.yellow_candle,yellow_candle.png,Разное
block.minecraft.yellow_carpet,yellow_carpet.png,Блоки
block.minecraft.yellow_concrete,yellow_concrete.png,Блоки
block.minecraft.yellow_concrete_powder,yellow_concrete_powder.png,Блоки
item.minecraft.yellow_dye,yellow_dye.png,Краски
block.minecraft.yellow_glazed_terracotta,yellow_glazed_terracotta.png,Блоки
block.minecraft.yellow_shulker_box,yellow_shulker_box.png,!!!ПРОДАЖА ЗАПРЕЩЕНА!!!
block.minecraft.yellow_stained_glass,yellow_stained_glass.png,Блоки
block.minecraft.yellow_stained_glass_pane,yellow_stained_glass_pane.png,Блоки
block.minecraft.yellow_terracotta,yellow_terracotta.png,Блоки
block.minecraft.yellow_wool,yellow_wool.png,Блоки
block.minecraft.zombie_head,zombie_head.png,Ценности
block.minecraft.light,light.png,Ценное
block.minecraft.structure_void,structure_void.png,Ценное
item.minecraft.enchanted_book,enchanted_book.png,Книги
block.minecraft.creaking_heart,creaking_heart.png,Блоки
block.minecraft.pale_oak_wood,pale_oak_wood.png,Блоки
block.minecraft.stripped_pale_oak_wood,stripped_pale_oak_wood.png,Блоки
block.minecraft.pale_oak_log,pale_oak_log.png,Блоки
block.minecraft.stripped_pale_oak_log,stripped_pale_oak_log.png,Блоки
block.minecraft.pale_oak_planks,pale_oak_planks.png,Блоки
block.minecraft.pale_oak_stairs,pale_oak_stairs.png,Блоки
block.minecraft.pale_oak_slab,pale_oak_slab.png,Блоки
block.minecraft.pale_oak_sign,pale_oak_sign.png,Блоки
block.minecraft.pale_oak_hanging_sign,pale_oak_hanging_sign.png,Блоки
block.minecraft.pale_oak_button,pale_oak_button.png,Разное
block.minecraft.pale_oak_pressure_plate,pale_oak_pressure_plate.png,Разное
block.minecraft.pale_oak_door,pale_oak_door.png,Блоки
block.minecraft.pale_oak_fence,pale_oak_fence.png,Блоки
block.minecraft.pale_oak_fence_gate,pale_oak_fence_gate.png,Блоки
block.minecraft.pale_oak_trapdoor,pale_oak_trapdoor.png,Блоки
entity.minecraft.pale_oak_boat,pale_oak_boat.png,Разное
entity.minecraft.pale_oak_chest_boat,pale_oak_chest_boat.png,Разное
block.minecraft.pale_hanging_moss,pale_hanging_moss.png,Растение
block.minecraft.pale_moss_block,pale_moss_block.png,Растение
block.minecraft.pale_moss_carpet,pale_moss_carpet.png,Растение
block.minecraft.pale_oak_leaves,pale_oak_leaves.png,Растение
block.minecraft.pale_oak_sapling,pale_oak_sapling.png,Растение
block.minecraft.closed_eyeblossom,closed_eyeblossom.png,Растение
block.minecraft.open_eyeblossom,open_eyeblossom.png,Растение
block.minecraft.resin_block,resin_block.png,Блоки
block.minecraft.resin_bricks,resin_bricks.png,Блоки
block.minecraft.chiseled_resin_bricks,chiseled_resin_bricks.png,Блоки
block.minecraft.resin_brick_slab,resin_brick_slab.png,Блоки
block.minecraft.resin_brick_stairs,resin_brick_stairs.png,Блоки
block.minecraft.resin_brick_wall,resin_brick_wall.png,Блоки
block.minecraft.resin_clump,resin_chump.png,Лут с мобов
item.minecraft.resin_brick,resin_brick.png,Разное
block.minecraft.leaf_litter,leaf_litter.png,Растение
block.minecraft.wildflowers,wildflowers.png,Растение
block.minecraft.bush,bush.png,Растение
block.minecraft.firefly_bush,firefly_bush.png,Растение
block.minecraft.cactus_flower,cactus_flower.png,Растение
block.minecraft.short_dry_grass,short_dry_grass.png,Растение
block.minecraft.tall_dry_grass,tall_dry_grass.png,Растение
block.minecraft.dried_ghast,dried_ghast.png,Разное
item.minecraft.white_harness,white_harness.png,Инструменты
item.minecraft.light_gray_harness,light_gray_harness.png,Инструменты
item.minecraft.gray_harness,gray_harness.png,Инструменты
item.minecraft.black_harness,black_harness.png,Инструменты
item.minecraft.orange_harness,orange_harness.png,Инструменты
item.minecraft.brown_harness,brown_harness.png,Инструменты
item.minecraft.green_harness,green_harness.png,Инструменты
item.minecraft.lime_harness,lime_harness.png,Инструменты
item.minecraft.cyan_harness,cyan_harness.png,Инструменты
item.minecraft.light_blue_harness,light_blue_harness.png,Инструменты
item.minecraft.blue_harness,blue_harness.png,Инструменты
item.minecraft.magenta_harness,magenta_harness.png,Инструменты
item.minecraft.purple_harness,purple_harness.png,Инструменты
item.minecraft.pink_harness,pink_harness.png,Инструменты
item.minecraft.blue_egg,blue_egg.png,Лут с мобов
item.minecraft.brown_egg,brown_egg.png,Лут с мобов
item.minecraft.silence_armor_trim_smithing_template,netherite_upgrade_smithing_template.png,Ценности
